Ac,Date,Transaction,Transaction_amount,Transaction_Type,Balance
488540177,2020-06-11,Fuel,11023,W,591574
488540177,2020-06-22,Other,15176,D,606750
488540177,2020-06-23,Salary,35130,D,641880
488540177,2020-06-30,Salary,20902,D,662782
488540177,2020-07-04,Incentive,30268,D,693050
488540177,2020-07-14,Rent-payment,30782,W,662268
488540177,2020-07-15,Bank-transfered,3519,W,658749
488540177,2020-07-15,Friend,46827,D,705576
488540177,2020-07-18,Bank-transfered,7104,W,698472
488540177,2020-08-02,Fuel,44750,W,653722
488540177,2020-08-09,Online-Shopping,25537,W,628185
488540177,2020-08-20,Salary,31876,D,660061
488540177,2020-08-22,Incentive,41053,D,701114
488540177,2020-08-30,Credit-bill,3607,W,697507
488540177,2020-09-14,Friend,37832,D,735339
488540177,2020-09-22,Salary,40312,D,775651
488540177,2020-10-16,Bank-transfered,30047,W,745604
488540177,2020-10-21,Online-Shopping,19721,W,725883
488540177,2020-10-23,Fuel,35376,W,690507
488540177,2020-10-24,Incentive,47892,D,738399
488540177,2020-10-31,Other,37386,W,701013
488540177,2020-11-01,Salary,36467,D,737480
488540177,2020-11-01,Other,43205,D,780685
488540177,2020-11-07,Fuel,20405,W,760280
488540177,2020-11-19,Online-Shopping,17954,W,742326
488540177,2020-11-26,Other,36033,D,778359
488540177,2020-11-27,Credit-bill,3175,W,775184
488540177,2021-01-23,Friend,15537,D,790721
488540177,2021-02-01,Incentive,28472,D,819193
488540177,2021-02-03,Salary,49631,D,868824
488540177,2021-02-03,Friend,16370,D,885194
488540177,2021-02-06,Bank-transfered,21254,W,863940
488540177,2021-02-07,Other,43910,D,907850
488540177,2021-02-08,Other,41629,D,949479
488540177,2021-02-15,Online-Shopping,7673,W,941806
488540177,2021-02-23,Rent-payment,45940,W,895866
488540177,2021-02-26,Fuel,7861,W,888005
488540177,2021-03-09,Friend,1091,D,889096
488540177,2021-03-22,Online-Shopping,46793,W,842303
488540177,2021-04-04,Friend,9489,D,851792
488540177,2021-04-10,Other,10370,D,862162
488540177,2021-04-13,Other,11777,D,873939
488540177,2021-04-14,Other,5174,W,868765
488540177,2021-04-18,Rent-payment,34388,W,834377
488540177,2021-04-23,Other,2934,D,837311
488540177,2021-04-30,Credit-bill,41652,W,795659
488540177,2021-05-01,Incentive,3247,D,798906
488540177,2021-05-01,Other,22484,D,821390
488540177,2021-05-08,Salary,21454,D,842844
488540177,2021-05-10,Credit-bill,14337,W,828507
488540177,2021-05-28,Rent-payment,7581,W,820926
488540177,2021-05-29,Incentive,26128,D,847054
488540177,2021-06-08,Other,3391,D,850445
488540177,2021-06-19,Incentive,31098,D,881543
488540177,2021-06-22,Salary,39024,D,920567
488540177,2021-06-24,Friend,24433,D,945000
488540177,2021-07-04,Bank-transfered,6416,W,938584
488540177,2021-07-10,Fuel,43386,W,895198
488540177,2021-07-17,Salary,1580,D,896778
488540177,2021-07-24,Salary,6786,D,903564
488540177,2021-08-03,Other,4616,D,908180
488540177,2021-08-07,Fuel,6489,W,901691
488540177,2021-08-21,Salary,18525,D,920216
488540177,2021-08-23,Friend,39142,D,959358
488540177,2021-09-04,Salary,35026,D,994384
488540177,2021-09-11,Other,48544,W,945840
488540177,2021-09-13,Rent-payment,18612,W,927228
488540177,2021-09-26,Fuel,26342,W,900886
488540177,2021-10-01,Online-Shopping,42687,W,858199
488540177,2021-10-02,Other,1058,D,859257
488540177,2021-10-27,Credit-bill,49254,W,810003
488540177,2021-10-31,Salary,6186,D,816189
488540177,2021-11-10,Friend,32509,D,848698
488540177,2021-11-10,Salary,49647,D,898345
488540177,2021-11-10,Credit-bill,41545,W,856800
488540177,2021-11-12,Friend,8705,D,865505
488540177,2021-11-28,Other,22976,D,888481
488540177,2021-11-30,Fuel,21811,W,866670
488540177,2021-12-20,Salary,37503,D,904173
488540177,2021-12-20,Rent-payment,44513,W,859660
488540177,2021-12-27,Rent-payment,49305,W,810355
279806772,2017-01-20,Credit-bill,33814,W,239709
279806772,2017-01-25,Rent-payment,22798,W,216911
279806772,2017-02-06,Friend,31353,D,248264
279806772,2017-02-09,Other,38705,W,209559
279806772,2017-02-17,Bank-transfered,38263,W,171296
279806772,2017-02-17,Incentive,38108,D,209404
279806772,2017-02-24,Credit-bill,16494,W,192910
279806772,2017-02-28,Friend,41757,D,234667
279806772,2017-03-02,Rent-payment,39995,W,194672
279806772,2017-03-02,Salary,27634,D,222306
279806772,2017-03-03,Other,11419,W,210887
279806772,2017-03-14,Online-Shopping,38950,W,171937
279806772,2017-03-14,Other,36819,D,208756
279806772,2017-04-02,Friend,40232,D,248988
279806772,2017-04-08,Rent-payment,13785,W,235203
279806772,2017-04-11,Salary,30483,D,265686
279806772,2017-04-14,Fuel,34353,W,231333
279806772,2017-04-23,Incentive,17575,D,248908
279806772,2017-04-27,Credit-bill,11842,W,237066
279806772,2017-04-30,Rent-payment,32401,W,204665
279806772,2017-05-15,Bank-transfered,47490,W,157175
279806772,2017-05-24,Other,14885,D,172060
279806772,2017-05-31,Credit-bill,42191,W,129869
279806772,2017-06-01,Fuel,23767,W,106102
279806772,2017-06-07,Friend,3955,D,110057
279806772,2017-06-11,Other,35872,W,74185
279806772,2017-06-12,Friend,37807,D,111992
279806772,2017-06-20,Bank-transfered,1734,W,110258
279806772,2017-06-20,Other,43472,W,66786
279806772,2017-06-25,Rent-payment,15711,W,51075
279806772,2017-06-26,Rent-payment,6674,W,44401
279806772,2017-07-20,Salary,41479,D,85880
279806772,2017-07-25,Incentive,40158,D,126038
279806772,2017-08-07,Fuel,8087,W,117951
279806772,2017-08-09,Other,30611,D,148562
279806772,2017-08-15,Friend,5079,D,153641
279806772,2017-08-17,Incentive,33680,D,187321
279806772,2017-08-28,Rent-payment,27040,W,160281
279806772,2017-08-30,Other,3044,W,157237
279806772,2017-09-02,Credit-bill,11610,W,145627
279806772,2017-09-11,Salary,21173,D,166800
279806772,2017-09-16,Credit-bill,46560,W,120240
279806772,2017-09-19,Credit-bill,35382,W,84858
279806772,2017-09-20,Incentive,16563,D,101421
279806772,2017-09-25,Fuel,16616,W,84805
279806772,2017-09-28,Salary,33422,D,118227
279806772,2017-10-03,Salary,30038,D,148265
279806772,2017-10-09,Other,33984,D,182249
279806772,2017-10-11,Friend,49080,D,231329
279806772,2017-10-12,Other,49153,D,280482
279806772,2017-10-14,Incentive,11654,D,292136
279806772,2017-10-20,Incentive,30048,D,322184
279806772,2017-10-24,Other,3775,D,325959
279806772,2017-11-02,Bank-transfered,13677,W,312282
279806772,2017-11-04,Incentive,47816,D,360098
279806772,2017-11-07,Friend,5706,D,365804
279806772,2017-11-16,Incentive,33230,D,399034
279806772,2017-11-17,Friend,4914,D,403948
279806772,2017-11-18,Incentive,41016,D,444964
279806772,2017-11-19,Rent-payment,3813,W,441151
279806772,2017-11-24,Other,14812,D,455963
279806772,2017-12-08,Credit-bill,4076,W,451887
279806772,2017-12-12,Online-Shopping,16023,W,435864
279806772,2017-12-16,Other,41667,D,477531
279806772,2018-01-02,Salary,49639,D,527170
279806772,2018-01-03,Salary,24105,D,551275
279806772,2018-01-18,Friend,48760,D,600035
279806772,2018-01-28,Other,20046,W,579989
279806772,2018-02-03,Fuel,2101,W,577888
279806772,2018-02-07,Salary,44910,D,622798
279806772,2018-02-10,Friend,3215,D,626013
279806772,2018-02-15,Other,36170,D,662183
279806772,2018-02-19,Friend,26301,D,688484
279806772,2018-02-23,Other,25245,D,713729
279806772,2018-03-02,Online-Shopping,13436,W,700293
279806772,2018-03-15,Incentive,40323,D,740616
279806772,2018-03-21,Friend,26482,D,767098
279806772,2018-03-25,Credit-bill,9106,W,757992
279806772,2018-03-31,Other,24690,D,782682
279806772,2018-04-04,Incentive,49219,D,831901
279806772,2018-04-05,Friend,1046,D,832947
279806772,2018-04-11,Incentive,1113,D,834060
279806772,2018-04-20,Other,44796,D,878856
279806772,2018-05-04,Credit-bill,48136,W,830720
279806772,2018-05-09,Friend,1784,D,832504
279806772,2018-05-26,Salary,49044,D,881548
279806772,2018-05-28,Fuel,42812,W,838736
279806772,2018-06-05,Online-Shopping,2805,W,835931
279806772,2018-06-09,Bank-transfered,39293,W,796638
279806772,2018-06-12,Fuel,22467,W,774171
279806772,2018-06-24,Online-Shopping,49309,W,724862
279806772,2018-07-07,Credit-bill,41877,W,682985
279806772,2018-07-11,Other,3306,D,686291
279806772,2018-07-22,Other,7160,D,693451
279806772,2018-07-23,Other,47327,D,740778
279806772,2018-07-25,Salary,35366,D,776144
279806772,2018-07-28,Other,32485,D,808629
279806772,2018-08-08,Other,33810,W,774819
279806772,2018-08-22,Rent-payment,33603,W,741216
279806772,2018-08-22,Fuel,5365,W,735851
279806772,2018-09-01,Fuel,7648,W,728203
279806772,2018-09-04,Other,49227,D,777430
279806772,2018-09-23,Incentive,24810,D,802240
279806772,2018-09-24,Online-Shopping,24068,W,778172
279806772,2018-09-26,Other,22437,D,800609
279806772,2018-09-28,Rent-payment,4954,W,795655
279806772,2018-10-03,Incentive,36198,D,831853
279806772,2018-10-07,Salary,49950,D,881803
279806772,2018-10-08,Salary,3017,D,884820
279806772,2018-10-10,Other,22707,D,907527
279806772,2018-10-12,Other,24551,D,932078
279806772,2018-10-13,Friend,35499,D,967577
279806772,2018-10-14,Other,14126,D,981703
279806772,2018-10-20,Friend,17354,D,999057
279806772,2018-11-12,Other,46103,W,952954
279806772,2018-11-19,Incentive,40934,D,993888
279806772,2018-11-23,Other,38920,D,1032808
279806772,2018-11-28,Incentive,11943,D,1044751
279806772,2018-12-07,Online-Shopping,23090,W,1021661
279806772,2018-12-08,Incentive,23476,D,1045137
279806772,2018-12-14,Other,34210,W,1010927
279806772,2019-01-07,Bank-transfered,3437,W,1007490
279806772,2019-01-27,Online-Shopping,3544,W,1003946
279806772,2019-01-27,Rent-payment,15454,W,988492
279806772,2019-02-03,Salary,25957,D,1014449
279806772,2019-02-05,Incentive,15927,D,1030376
279806772,2019-02-05,Incentive,31648,D,1062024
279806772,2019-02-06,Other,4940,D,1066964
279806772,2019-02-12,Rent-payment,23329,W,1043635
279806772,2019-02-13,Salary,31741,D,1075376
279806772,2019-02-16,Online-Shopping,11714,W,1063662
279806772,2019-02-18,Friend,10847,D,1074509
279806772,2019-03-07,Other,20158,W,1054351
279806772,2019-03-07,Other,11042,W,1043309
279806772,2019-03-11,Other,19553,D,1062862
279806772,2019-03-17,Friend,8016,D,1070878
279806772,2019-03-22,Bank-transfered,46259,W,1024619
279806772,2019-03-26,Incentive,45439,D,1070058
279806772,2019-03-28,Incentive,18028,D,1088086
279806772,2019-04-02,Bank-transfered,17859,W,1070227
279806772,2019-04-03,Incentive,37452,D,1107679
279806772,2019-04-03,Fuel,12958,W,1094721
279806772,2019-04-14,Online-Shopping,43366,W,1051355
279806772,2019-04-20,Bank-transfered,8946,W,1042409
279806772,2019-04-22,Bank-transfered,6998,W,1035411
279806772,2019-04-25,Other,5625,W,1029786
279806772,2019-05-09,Friend,47172,D,1076958
279806772,2019-05-21,Friend,43251,D,1120209
279806772,2019-06-04,Incentive,46878,D,1167087
279806772,2019-06-18,Other,1226,D,1168313
279806772,2019-06-23,Other,18215,D,1186528
279806772,2019-06-27,Other,32460,W,1154068
279806772,2019-06-29,Bank-transfered,21702,W,1132366
279806772,2019-07-02,Incentive,12904,D,1145270
279806772,2019-07-03,Friend,42906,D,1188176
279806772,2019-07-05,Incentive,25819,D,1213995
279806772,2019-07-09,Credit-bill,17773,W,1196222
279806772,2019-07-27,Credit-bill,11537,W,1184685
279806772,2019-08-10,Incentive,2131,D,1186816
279806772,2019-08-29,Incentive,8595,D,1195411
279806772,2019-09-12,Salary,1114,D,1196525
279806772,2019-09-19,Incentive,39416,D,1235941
279806772,2019-09-22,Other,18094,D,1254035
279806772,2019-10-07,Other,6067,D,1260102
279806772,2019-10-08,Fuel,26420,W,1233682
279806772,2019-10-28,Friend,5083,D,1238765
279806772,2019-11-03,Friend,28774,D,1267539
279806772,2019-12-07,Other,49307,D,1316846
279806772,2019-12-17,Other,7890,D,1324736
279806772,2019-12-21,Salary,43980,D,1368716
279806772,2019-12-22,Rent-payment,15558,W,1353158
279806772,2019-12-26,Incentive,44880,D,1398038
279806772,2020-01-13,Salary,16584,D,1414622
279806772,2020-01-17,Fuel,47308,W,1367314
279806772,2020-01-27,Incentive,33962,D,1401276
279806772,2020-01-27,Incentive,38145,D,1439421
279806772,2020-02-01,Rent-payment,16309,W,1423112
279806772,2020-02-01,Rent-payment,14662,W,1408450
279806772,2020-02-16,Incentive,17912,D,1426362
279806772,2020-02-19,Bank-transfered,2271,W,1424091
279806772,2020-02-25,Friend,19251,D,1443342
279806772,2020-03-05,Other,4988,D,1448330
279806772,2020-03-06,Other,49533,D,1497863
279806772,2020-03-07,Friend,48196,D,1546059
279806772,2020-03-10,Credit-bill,36502,W,1509557
279806772,2020-03-10,Salary,22908,D,1532465
279806772,2020-03-28,Other,29792,D,1562257
279806772,2020-03-28,Incentive,26144,D,1588401
279806772,2020-03-31,Credit-bill,1529,W,1586872
279806772,2020-04-07,Incentive,15971,D,1602843
279806772,2020-04-13,Other,27972,W,1574871
279806772,2020-04-21,Other,3267,D,1578138
279806772,2020-04-23,Online-Shopping,1380,W,1576758
279806772,2020-04-23,Other,11587,W,1565171
279806772,2020-05-10,Other,23287,D,1588458
279806772,2020-05-14,Friend,1099,D,1589557
279806772,2020-05-15,Online-Shopping,46239,W,1543318
279806772,2020-05-25,Fuel,37803,W,1505515
279806772,2020-05-28,Bank-transfered,23085,W,1482430
279806772,2020-05-31,Salary,21340,D,1503770
279806772,2020-06-07,Friend,17918,D,1521688
279806772,2020-06-11,Fuel,22198,W,1499490
279806772,2020-06-25,Other,6150,D,1505640
279806772,2020-07-09,Incentive,43871,D,1549511
279806772,2020-07-20,Credit-bill,11419,W,1538092
279806772,2020-07-24,Online-Shopping,6639,W,1531453
279806772,2020-07-25,Friend,19413,D,1550866
279806772,2020-07-27,Credit-bill,6610,W,1544256
279806772,2020-07-27,Salary,12705,D,1556961
279806772,2020-08-31,Rent-payment,47952,W,1509009
279806772,2020-09-07,Friend,47619,D,1556628
279806772,2020-09-14,Other,14504,D,1571132
279806772,2020-09-18,Online-Shopping,8789,W,1562343
279806772,2020-09-20,Other,13500,D,1575843
279806772,2020-09-26,Friend,29248,D,1605091
279806772,2020-10-02,Rent-payment,17634,W,1587457
279806772,2020-10-06,Credit-bill,6122,W,1581335
279806772,2020-10-12,Friend,34235,D,1615570
279806772,2020-10-15,Credit-bill,37756,W,1577814
279806772,2020-10-17,Credit-bill,49622,W,1528192
279806772,2020-10-21,Online-Shopping,35360,W,1492832
279806772,2020-10-23,Online-Shopping,33642,W,1459190
279806772,2020-10-24,Incentive,30393,D,1489583
279806772,2020-11-02,Credit-bill,26579,W,1463004
279806772,2020-11-08,Friend,1160,D,1464164
279806772,2020-11-18,Rent-payment,1414,W,1462750
279806772,2020-11-24,Rent-payment,25585,W,1437165
279806772,2020-11-26,Incentive,38941,D,1476106
279806772,2020-12-04,Bank-transfered,48339,W,1427767
279806772,2020-12-11,Incentive,45323,D,1473090
279806772,2020-12-28,Incentive,30766,D,1503856
279806772,2021-01-01,Other,10057,D,1513913
279806772,2021-01-08,Salary,5817,D,1519730
279806772,2021-01-09,Bank-transfered,19323,W,1500407
279806772,2021-01-10,Incentive,46812,D,1547219
279806772,2021-01-15,Credit-bill,14871,W,1532348
279806772,2021-01-22,Other,31110,D,1563458
279806772,2021-01-27,Online-Shopping,37020,W,1526438
279806772,2021-01-28,Rent-payment,4692,W,1521746
279806772,2021-02-02,Incentive,43591,D,1565337
279806772,2021-02-11,Other,14390,W,1550947
279806772,2021-02-17,Salary,36562,D,1587509
279806772,2021-02-23,Other,49467,D,1636976
279806772,2021-03-01,Bank-transfered,14407,W,1622569
279806772,2021-03-07,Online-Shopping,36602,W,1585967
279806772,2021-03-28,Rent-payment,7666,W,1578301
279806772,2021-04-05,Friend,39632,D,1617933
279806772,2021-04-11,Bank-transfered,45055,W,1572878
279806772,2021-04-15,Other,35621,D,1608499
279806772,2021-04-16,Friend,6436,D,1614935
279806772,2021-04-25,Rent-payment,46582,W,1568353
279806772,2021-05-02,Other,25312,D,1593665
279806772,2021-05-17,Online-Shopping,33611,W,1560054
279806772,2021-05-18,Credit-bill,35250,W,1524804
279806772,2021-05-23,Credit-bill,49295,W,1475509
279806772,2021-06-09,Salary,45364,D,1520873
279806772,2021-06-17,Rent-payment,28113,W,1492760
279806772,2021-06-20,Incentive,35991,D,1528751
279806772,2021-07-01,Incentive,16112,D,1544863
279806772,2021-07-13,Other,18733,W,1526130
279806772,2021-07-17,Rent-payment,49181,W,1476949
279806772,2021-07-22,Fuel,44526,W,1432423
279806772,2021-07-24,Other,21416,D,1453839
279806772,2021-07-27,Incentive,44696,D,1498535
279806772,2021-08-13,Credit-bill,29357,W,1469178
279806772,2021-08-15,Friend,49123,D,1518301
279806772,2021-09-04,Other,48886,D,1567187
279806772,2021-09-05,Online-Shopping,42536,W,1524651
279806772,2021-09-23,Credit-bill,19967,W,1504684
279806772,2021-09-28,Salary,45391,D,1550075
279806772,2021-10-18,Other,27609,D,1577684
279806772,2021-10-20,Incentive,21561,D,1599245
279806772,2021-10-21,Online-Shopping,4250,W,1594995
279806772,2021-10-23,Other,26343,D,1621338
279806772,2021-10-30,Fuel,9130,W,1612208
279806772,2021-11-06,Online-Shopping,3871,W,1608337
279806772,2021-11-20,Incentive,11538,D,1619875
279806772,2021-11-20,Fuel,44587,W,1575288
279806772,2021-12-08,Other,29817,W,1545471
279806772,2021-12-15,Rent-payment,17254,W,1528217
279806772,2021-12-30,Incentive,5298,D,1533515
